id,주제,theme,한국어,English,Espanol,中文
891,기회와 운,Opportunity,남이 하기 싫어하는 일에 기회가 숨어 있다.,Opportunity hides in the work others avoid.,La oportunidad se esconde en lo que otros evitan.,机会藏在别人不愿做的事里。
892,기회와 운,Opportunity,열린 마음이 열린 문을 만든다.,An open mind makes open doors.,Una mente abierta crea puertas abiertas.,开放的心，造就敞开的门。
893,기회와 운,Opportunity,우연은 준비된 사람에게만 사건이 된다.,A coincidence becomes an event only for the prepared.,La casualidad solo es acontecimiento para el preparado.,偶然，只对有准备的人成为事件。
894,기회와 운,Opportunity,한 번의 좋은 소개가 일 년의 노력을 아껴 준다.,One good introduction saves a year of effort.,Una buena presentación ahorra un año de esfuerzo.,一次好的引荐，省下一年的努力。
895,기회와 운,Opportunity,가능성이 낮아 보여도 문은 두드려 봐야 안다.,Knock on the door even if the odds look low.,Llama a la puerta aunque las probabilidades sean bajas.,即使希望渺茫，也要敲门试试。
896,기회와 운,Opportunity,기회를 만드는 가장 쉬운 방법은 먼저 돕는 것이다.,The easiest way to create opportunity is to help first.,La forma más fácil de crear oportunidades es ayudar primero.,创造机会最简单的方法，是先去帮助别人。
897,기회와 운,Opportunity,기회는 사람을 통해 온다.,Opportunity arrives through people.,La oportunidad llega a través de las personas.,机会，通过人而来。
898,기회와 운,Opportunity,불운을 견딘 사람에게 행운이 의미가 있다.,Good luck means something only to those who endured bad.,La buena suerte solo significa algo para quien soportó la mala.,熬过厄运的人，才懂好运的意义。
899,기회와 운,Opportunity,눈앞의 작은 일을 잘하면 큰 일이 찾아온다.,Do the small task well and the large one finds you.,Haz bien lo pequeño y lo grande te encontrará.,把眼前的小事做好，大事就会找上门。
900,기회와 운,Opportunity,준비되지 않은 기회는 오히려 위기다.,An unprepared-for opportunity is a crisis.,Una oportunidad sin preparación es una crisis.,没有准备的机会，反而是危机。
901,성실과 노력,Diligence,노력은 배신하지 않지만 방향은 확인해야 한다.,"Effort does not betray you, but check the direction.","El esfuerzo no traiciona, pero revisa el rumbo.",努力不会背叛你，但方向要核对。
902,성실과 노력,Diligence,남들이 잘 때 깨어 있는 시간이 격차를 만든다.,The hours awake while others sleep create the gap.,Las horas despierto mientras otros duermen crean la diferencia.,别人睡时醒着的时间，造就差距。
903,성실과 노력,Diligence,성실은 재능이 없는 사람의 무기가 아니라 재능 있는 사람의 완성이다.,Diligence is not a substitute for talent but its completion.,La constancia no sustituye al talento; lo completa.,勤奋不是天赋的替代品，而是天赋的完成。
904,성실과 노력,Diligence,땀은 거짓말을 하지 않는다.,Sweat does not lie.,El sudor no miente.,汗水不会说谎。
905,성실과 노력,Diligence,열심히 하는 것과 잘하는 것은 다르다.,Working hard and working well are different.,Trabajar duro y trabajar bien no es lo mismo.,努力和做得好，是两回事。
906,성실과 노력,Diligence,보이지 않는 곳에서의 노력이 보이는 결과를 만든다.,Unseen effort creates seen results.,El esfuerzo invisible produce resultados visibles.,看不见的努力，造就看得见的结果。
907,성실과 노력,Diligence,매일 나타나는 것 자체가 이미 상위권이다.,Simply showing up daily already puts you near the top.,Solo por aparecer cada día ya estás arriba.,每天都出现，本身就已名列前茅。
908,성실과 노력,Diligence,근면은 운을 부르는 가장 확실한 초대장이다.,Diligence is the surest invitation to luck.,La laboriosidad es la invitación más segura a la suerte.,勤勉，是邀请好运最可靠的请帖。
909,성실과 노력,Diligence,힘든 일을 먼저 맡는 사람이 결국 앞선다.,Whoever takes the hard job first ends up ahead.,Quien asume primero lo difícil termina delante.,先接下难活的人，最终领先。
910,성실과 노력,Diligence,노력의 결과는 늦게 오지만 반드시 온다.,"Results of effort come late, but they come.","Los frutos del esfuerzo tardan, pero llegan.",努力的结果来得晚，但一定会来。
911,성실과 노력,Diligence,무명의 시간을 견디는 것도 일의 일부다.,Enduring the unknown years is part of the job.,Soportar los años del anonimato es parte del trabajo.,熬过无名的岁月，也是工作的一部分。
912,성실과 노력,Diligence,남이 안 볼 때 하는 연습이 실전에서 나온다.,Practice done unseen shows up in the real match.,Lo entrenado a solas aparece en el partido real.,无人看见时的练习，会在实战中出现。
913,성실과 노력,Diligence,성실은 하루 만에 증명되지 않는다.,Diligence cannot be proven in a day.,La constancia no se demuestra en un día.,勤奋，无法在一天内证明。
914,성실과 노력,Diligence,한 번의 최선보다 백 번의 평범한 노력이 낫다.,A hundred ordinary efforts beat one supreme effort.,Cien esfuerzos normales vencen a uno supremo.,一百次平凡的努力，胜过一次拼尽全力。
915,성실과 노력,Diligence,일찍 일어나는 것보다 일찍 시작하는 것이 중요하다.,Starting early matters more than waking early.,Importa más empezar temprano que despertarse temprano.,早开始，比早起更重要。
916,성실과 노력,Diligence,노력을 자랑하지 말고 결과로 말하라.,Do not boast of effort; let the result speak.,No presumas del esfuerzo; habla con resultados.,不要夸耀努力，用结果说话。
917,성실과 노력,Diligence,성실한 사람에게는 다음 일이 온다.,The diligent are given the next assignment.,Al constante le llega el siguiente encargo.,勤恳的人，会接到下一份工作。
918,성실과 노력,Diligence,하기 싫은 마음과 하는 행동은 공존할 수 있다.,Reluctance and action can coexist.,La desgana y la acción pueden convivir.,不想做的心情，和正在做的行动，可以共存。
919,성실과 노력,Diligence,잘하고 싶으면 남들보다 한 번 더 고쳐라.,"If you want it good, revise once more than others.","Si lo quieres bueno, corrige una vez más que los demás.",想做好，就比别人多改一次。
920,성실과 노력,Diligence,노력은 저축과 같아서 인출 시점을 스스로 정하지 못한다.,Effort is like savings: you do not choose the withdrawal date.,El esfuerzo es como el ahorro: no eliges cuándo retirarlo.,努力像储蓄，取款的时点由不得你。
921,성실과 노력,Diligence,끝까지 마무리하는 사람이 다음에도 불려 간다.,Those who finish are called back next time.,A quien termina lo vuelven a llamar.,善始善终的人，下次还会被找。
922,성실과 노력,Diligence,정직한 노동은 언제나 스스로를 지켜 준다.,Honest labor always protects you.,El trabajo honesto siempre te protege.,诚实的劳动，永远守护自己。
923,성실과 노력,Diligence,재능을 이기는 것은 재능 있는 사람의 성실이다.,What beats talent is a talented person's diligence.,Lo que vence al talento es la constancia del talentoso.,战胜天赋的，是有天赋者的勤奋。
924,성실과 노력,Diligence,잘 안 될 때도 계속하는 사람이 결국 남는다.,Those who continue when it goes badly are the ones who remain.,Quien sigue cuando va mal es quien permanece.,不顺时仍坚持的人，最终留下。
925,성실과 노력,Diligence,하루의 성실이 평판이 되고 평판이 기회가 된다.,"A day of diligence becomes reputation, and reputation becomes opportunity.","Un día de constancia es reputación, y la reputación, oportunidad.",一天的勤恳成为口碑，口碑成为机会。
926,나눔과 기여,Contribution,남을 돕는 일은 결국 자신을 돕는 일이다.,Helping others turns out to be helping yourself.,Ayudar a otros resulta ser ayudarte a ti.,帮助他人，最终是帮助自己。
927,나눔과 기여,Contribution,받은 것보다 조금 더 주는 사람이 오래 기억된다.,Those who give a little more than they took are remembered.,Quien da un poco más de lo recibido es recordado.,给得比拿得多一点的人，会被长久记住。
928,나눔과 기여,Contribution,가진 것이 적어도 나눌 수는 있다.,You can share even when you have little.,Puedes compartir aunque tengas poco.,拥有不多，也可以分享。
929,나눔과 기여,Contribution,지식은 나눌수록 자신이 정확해진다.,Sharing knowledge makes your own more precise.,Compartir conocimiento afina el tuyo.,知识越分享，自己越精确。
930,나눔과 기여,Contribution,누군가의 사다리가 되어 주는 것이 최고의 성취다.,Being someone's ladder is the finest achievement.,Ser la escalera de alguien es el mayor logro.,成为别人的梯子，是最好的成就。
931,나눔과 기여,Contribution,기여는 크기가 아니라 지속성으로 측정된다.,"Contribution is measured by continuity, not size.","La contribución se mide por continuidad, no por tamaño.",贡献，用持续性衡量而非大小。
932,나눔과 기여,Contribution,먼저 주는 사람에게 세상은 관대하다.,The world is generous to those who give first.,El mundo es generoso con quien da primero.,世界对先给予的人很慷慨。
933,나눔과 기여,Contribution,배운 것을 돌려주지 않으면 그 자리에서 멈춘다.,Fail to give back what you learned and you stop there.,"Si no devuelves lo aprendido, te quedas ahí.",不把所学回馈出去，就停在原地。
934,나눔과 기여,Contribution,이름을 남기려 하지 말고 쓸모를 남겨라.,Do not try to leave a name; leave usefulness.,No dejes un nombre; deja utilidad.,不要留下名字，要留下用处。
935,나눔과 기여,Contribution,한 사람을 제대로 도우면 그것으로 충분하다.,Helping one person properly is enough.,Ayudar bien a una persona ya es suficiente.,真正帮好一个人，就足够了。
936,나눔과 기여,Contribution,공동체가 잘되어야 개인도 오래 잘된다.,An individual thrives long only if the community does.,El individuo prospera si la comunidad prospera.,群体好，个人才能长久地好。
937,나눔과 기여,Contribution,봉사는 시간이 남아서 하는 일이 아니다.,Service is not what you do with leftover time.,El servicio no es lo que haces con el tiempo sobrante.,服务，不是有空才做的事。
